Id	Sentence	Expert Judgement	Crowd Flower Judgements	Average	Dataset
2677	"As people say ""The luck follows the ones that are brave"" and to destroy your everyday routine you must be brave enough but that will probably bring you success."	3	[4, 3, 3, 3, 2]	3.0	dev
2678	However there are opposite axamples.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
2679	In my opinion, i agee with the statement, most advertisement make products seem much better than they really are.	4	[3, 3, 2, 3, 3]	3.0	dev
2680	there are two crucial facts: no particles from asteroid explosion, area of the astroid and meteriority of explosion.	2	[2, 3, 3, 3, 3]	2.6666666666666665	dev
2681	It's big importance is conscious with the bad consequences of it's decline if people continue to prefer laying down at home watching bad tv programs and other ways of easy culture, maybe more attractive to them, but bad for our future.	2	[3, 2, 4, 4, 2]	2.8333333333333335	test
2682	To ignore the other subjects and things that can be useful in our life.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
2683	So we are more successful the day of the exam.	4	[3, 2, 4, 3, 4]	3.3333333333333335	test
2684	professor need them to do a project .	3	[3, 3, 2, 3, 3]	2.8333333333333335	test
2685	And when you order a big mac and see the size of it, its nothing compared to what you saw in the commercial I feel like throughing it at thier face.	3	[2, 3, 3, 3, 3]	2.8333333333333335	test
2686	But I can not use only my own subject to design a building.	4	[4, 3, 4, 3, 4]	3.6666666666666665	test
2687	Young people are more easily to adapt new technologies than old people.	3	[3, 3, 4, 3, 3]	3.1666666666666665	dev
2688	Altough life is never easy : the age don't depend on when you can be protected or prevented from bad things.	2	[3, 3, 3, 3, 4]	3.0	test
2689	If not, we do not need to start its procedure.	4	[2, 3, 4, 4, 4]	3.5	test
2690	"It called ""ballast water""."	3	[3, 3, 3, 3, 3]	3.0	test
2691	there are many people like me, then fashion market will become develop.	3	[2, 4, 2, 3, 3]	2.8333333333333335	test
2692	It would be similar to adding a few drops of water to the ocean.	4	[4, 4, 4, 4, 3]	3.8333333333333335	dev
2693	If you enter a field which insterests you, you will feel great during your studying and working.	4	[3, 3, 3, 4, 4]	3.5	train
2694	The student must be capable of understanding ideas and concepts, and at the same time, knowing the way how they must be developed.	3	[3, 3, 3, 3, 3]	3.0	test
2695	It will be big improvement to our society.	3	[3, 3, 3, 4, 2]	3.0	train
2696	So , any community will have the most contribution from the age group of the youth only.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
2697	we are also able to deal the probles found with it .	2	[3, 2, 2, 2, 3]	2.3333333333333335	test
2698	What does it mean?	4	[3, 4, 4, 4, 4]	3.8333333333333335	train
2699	so in this way products are sailed the companies.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
2700	Second, there is evidence that associates the Sphinx with a known Old Kingdom king.	4	[3, 4, 3, 4, 4]	3.6666666666666665	test
2701	For usually success is connected with some achievement.	4	[3, 3, 3, 3, 3]	3.1666666666666665	dev
2702	Afterall life is a series of clashing interests, and it has been that way throughout history.	4	[2, 3, 3, 3, 3]	3.0	train
2703	From my point of view, car is good business and not just for transportation.	3	[3, 3, 3, 3, 3]	3.0	train
2704	If the explorers didnt take risk we wouldnt discover the new contenant.	3	[3, 3, 2, 3, 3]	2.8333333333333335	dev
2705	The companies want to show there product as the best one in the competitive market and in this race they generally mislead the consumer.	3	[4, 4, 3, 2, 4]	3.3333333333333335	test
2706	First of all, the lecture thinks that take the gas tax to reduce the number of gas consumers is not good for economics.	2	[3, 4, 3, 2, 4]	3.0	test
2707	The individue have the decission.	3	[3, 3, 2, 3, 2]	2.6666666666666665	train
2708	But if he did one machine like that, if he want, he can do another different, but he doesn't think that, because he doesn't know his own habilities.	3	[1, 3, 2, 3, 3]	2.5	test
2709	The second points is about the evidence, according the the passage the evidence that associates the Sphinx with a know Old Kindgom King, and identifies the Sphinx as honoring Khafre, but the lecture says that, these evidence are not strong to accept the point, it is not strong either to accept the Old Kingdom King, Khafre and his stone plaque between the Sphinx front paws carries and identifies the khafre.	1	[2, 1, 1, 1, 2]	1.3333333333333333	dev
2710	If I do no try to drive my car faster, I will never defeat my fear.?	4	[3, 2, 4, 3, 3]	3.1666666666666665	train
2711	First of all, you will know a lot of things about this subject becous you do not have any thing elss to do.	4	[3, 3, 3, 3, 3]	3.1666666666666665	dev
2712	And I think that young people were more politically engaged in previous times.	4	[4, 4, 3, 4, 3]	3.6666666666666665	test
2713	It tells that it is the ice which is present on the surface of Mars and not the liquid water.	3	[2, 4, 3, 2, 4]	3.0	train
2714	Because everything that does not kill us makes us stronger.	4	[3, 3, 4, 4, 3]	3.5	train
2715	During the Mao regime, cars were only accessible for politicians or privileged party members.	4	[4, 4, 4, 4, 4]	4.0	dev
2716	For instance one that was published this year in the south of Germany.	4	[3, 4, 3, 3, 4]	3.5	train
2717	They will not give up until they find the ways how to do things better and better every time they failed.	3	[3, 3, 3, 3, 3]	3.0	train
2718	They say that they have some reasons.	4	[3, 4, 4, 4, 3]	3.6666666666666665	dev
2719	They are very young and they do not have a job so they can not finish their studying.	4	[4, 4, 3, 3, 4]	3.6666666666666665	dev
2720	For an example that my spcific subject is art and I leard the differents sujecta about in a siosen class.	2	[3, 1, 2, 3, 3]	2.3333333333333335	train
2721	but as we are young our body generates the new cell.	3	[3, 2, 3, 4, 3]	3.0	test
2722	However, people, who are not joinde the event, seems like winner because they forgot the event ealy.	2	[3, 1, 1, 3, 2]	2.0	dev
2723	Secondly, critics argue that many cases of placebo -induced improvement take place just at a psychological level.	4	[4, 4, 2, 4, 4]	3.6666666666666665	dev
2724	When you now more it is easyer to fined couses and reaslt of eny ivent, to realize and make conclusions.	2	[2, 1, 2, 1, 3]	1.8333333333333333	train
2725	Therefore, various kind of vehicles, including cars, will be needed in return to fasilitate the human mobility.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
2726	He als aware with local langauage so he can give us good description of the place we are looking.	2	[2, 2, 3, 2, 2]	2.1666666666666665	train
2727	On the otherhand, usuage of cars is on the increase, especially in emerging countries like China and India, where money is trickling down to a vast segment of human population.	3	[3, 3, 3, 3, 3]	3.0	train
2728	Second, he says the strong prpperty rights dveloped from factoriy system and not vice versa.	3	[2, 1, 3, 2, 3]	2.3333333333333335	dev
2729	Bus, Subway, even plane are means of travelling which can be used in a lot of areas.	4	[2, 3, 3, 3, 4]	3.1666666666666665	dev
2730	For example in a science subject it is necesserary that the students understand the way if not they can't follow the teacher.	3	[2, 4, 2, 2, 3]	2.6666666666666665	dev
2731	It is a brillant idea, and you know that you are really good working with small boys and girls, but you have to risk your work, your salary, and with this almost your life for an idea that may or may not work.	4	[4, 4, 4, 4, 4]	4.0	test
2732	The young people can accept any renovations in technology and reform in society.	3	[4, 4, 4, 4, 3]	3.6666666666666665	train
2733	It's modren life now .	3	[3, 4, 4, 3, 4]	3.5	test
2734	For example, if I know the definition of one mathematic equation, I can applicate this equation everytime that I need modelling the equation at the case which I want to resolve.	3	[3, 3, 3, 4, 3]	3.1666666666666665	train
2735	Many people whaching advertise.	2	[3, 2, 2, 3, 3]	2.5	dev
2736	Brifly, sharing the cost of vecation trip is very good advantege for travel.	3	[3, 2, 3, 2, 3]	2.6666666666666665	test
2737	There are youths who acquire immense pleasure and self satisfaction by helping in community works.	4	[4, 3, 4, 4, 4]	3.8333333333333335	test
2738	But at that time, people who had knowledge on various fields, were able to find jobs in the surviving field.	3	[4, 4, 3, 3, 3]	3.3333333333333335	dev
2739	There is nothing has been declined of literature.	2	[3, 3, 3, 3, 2]	2.6666666666666665	dev
2740	For instance you can read many things about Van Gogh, whose life is incredibly interesting but you forget everything when you are in front of one of his last paintings and see the intensity of the colour and feel the mental problems he was facing when he painted it.	4	[2, 3, 3, 4, 4]	3.3333333333333335	train
2741	In order to get an ecocertification, many wood companies around the world have introduced new ecologically friendly practices.	4	[4, 4, 4, 4, 2]	3.6666666666666665	test
2742	On the other hand there are a lot of negative aspects that are involved in the use of cars and people argue about the existence of cars.	4	[3, 3, 4, 4, 2]	3.3333333333333335	train
2743	Because of the employees are laid off so more and more people prefer to run their own business.	2	[2, 3, 4, 3, 3]	2.8333333333333335	train
2744	So, singullar working will lead students to lose thire time and then we might	0	[]	0.0	none
2745	For exemple, you were working like broadcaster but in the office and city where you are working.	3	[2, 3, 2, 2, 3]	2.5	test
2746	She know just that what teacher has told her but no more.	3	[4, 3, 4, 2, 2]	3.0	test
2747	They do not have to go to work everyday instead they may go see a football game in a different city.	3	[3, 4, 4, 3, 4]	3.5	dev
2748	and then some people will get a more information and many kinds of knowleges.	3	[3, 3, 3, 3, 3]	3.0	train
2749	Therefore, I do not expect a decrease in the number of vehicles being used within the next twenty years either.	4	[4, 3, 4, 3, 4]	3.6666666666666665	train
2750	Also, it is more comfotable to moving.	3	[4, 3, 3, 3, 3]	3.1666666666666665	dev
2751	But if the students can not ask anything how can they know.	4	[4, 3, 4, 3, 3]	3.5	train
2752	Finally said Buzzing is actually helpful if properly understood.	2	[3, 3, 3, 4, 3]	3.0	train
2753	However by harnessing his risk taking abilities he was able to gradually build the world's biggest and most successful steel company.	4	[3, 3, 3, 4, 4]	3.5	train
2754	second, realistic that the problem with fish farming is that ir jeopardizes the health of wild fish in the area around the farm.	2	[3, 3, 2, 2, 3]	2.5	train
2755	When I have been to Europe by using this, I can save lots of money.	3	[2, 4, 1, 3, 2]	2.5	test
2756	And you cannot imagine any government giving up so many workplaces for unemployment.	4	[4, 2, 3, 3, 3]	3.1666666666666665	dev
2757	Otherwise, the speaker also argued that the second theory is limited, too because	0	[]	0.0	none
2758	As we live in a world in which the media controls millions and millions of minds, the more you are advertised the more you can influence the conduct of the market.	4	[3, 3, 3, 3, 4]	3.3333333333333335	train
2759	second, prescribed fires are difficult to coordinate.	4	[3, 3, 3, 3, 2]	3.0	train
2760	During this courses teachers can compare thir knowledges with other teachers, discuss with them problems, every teacher can know his or her knowledge level and this knowledge level enough to teach children to future career.	2	[3, 2, 2, 1, 2]	2.0	train
2761	"And also to success, you have to use this famous theory ""think out of the box""."	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
2762	Chinese ships in 1400s used very distinctive anchors that were round stone with a hole in middle .	4	[3, 4, 3, 4, 4]	3.6666666666666665	train
2763	I think that children should not watch television for man reason.	3	[3, 3, 3, 3, 3]	3.0	train
2764	The last one is the proposed limit on menhadenhresting could mean the reduction of huThis propleme is not just in Menhaden but also in sevirl countries.	1	[3, 2, 1, 2, 1]	1.6666666666666667	test
2765	Comming to atmospere and nature both are same.	3	[1, 2, 4, 2, 2]	2.3333333333333335	dev
2766	If the status of cars is still at the present level, something else of course will take the place of cars in our lives, but history tell us that advancement will never stop.	3	[4, 4, 4, 4, 4]	3.8333333333333335	test
2767	and then he said me our country can not eat pork, i really mistake.	2	[2, 3, 3, 2, 3]	2.5	train
2768	I wish I can go to travel somewhere that I can take pictures as much as I want it.	3	[4, 3, 3, 2, 3]	3.0	dev
2769	For example if my friends talking about their proplem about computer issues , I will give them an advices about how to solve the prople or just to listen to and understand them will also help the to be comfortable in our meeting.	3	[2, 3, 1, 3, 3]	2.5	dev
2770	So i think 'teachers should assign homework that students must do every day.' is agree.	2	[3, 3, 1, 2, 3]	2.3333333333333335	train
2771	So the proffesor doesn't agree with that.	4	[3, 3, 3, 3, 3]	3.1666666666666665	train
2772	On admission to the University the subject breaks down i very many subjects .	2	[3, 4, 3, 3, 3]	3.0	test
2773	They would use bicycles due to the relatively cheap cost and minimal need for maintenance.	4	[4, 4, 3, 3, 4]	3.6666666666666665	test
2774	we do not learn fake .	2	[3, 2, 3, 3, 3]	2.6666666666666665	train
2775	It is said from the news that last year there are 3.4million people dead from traffic accidents which the number is even larger than the number of humen dead from HIV last year.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
2776	For example, famous businessman travel over the world everyday!	3	[3, 3, 4, 3, 3]	3.1666666666666665	dev
2777	Two main reasons why youngsters are more selfish and care less about their families and everyone around them today are their parents and lack of education given in this direction.	4	[3, 3, 4, 4, 3]	3.5	train
2778	Other example can be in tecnology, you are seeing the TV and all the time is passing a laptop and you want to buy because it very preatty and sofisticated, but when you buy it, another time is not what you been expected.	2	[3, 2, 3, 3, 2]	2.5	train
2779	It only depends on the way you live, and the way you are.	4	[3, 4, 4, 4, 4]	3.8333333333333335	train
2780	its have more chances to the emploe .	2	[1, 1, 1, 2, 1]	1.3333333333333333	train
2781	Deviance is a reason where an individual detaches himself from the society and community, this behaviour not only affects the individual but the his peers also.	2	[3, 3, 4, 3, 3]	3.0	train
2782	Once the video type was over, the students cannot study more in the future related topics.	2	[3, 4, 3, 4, 2]	3.0	train
2783	The knowledge we have will increase our ability to compete in the future.	4	[4, 4, 3, 4, 4]	3.8333333333333335	dev
2784	But on the other hand they might have the constriction of freedom due to the authorities that keeps them in order for example parents may affect how they live their life.	3	[2, 3, 4, 4, 3]	3.1666666666666665	train
2785	I think companies sometimes think that we are a little stupid and counting on this fact they show how perfect their products are so that we can run to the store and immediately buy their product.	4	[3, 3, 3, 4, 4]	3.5	train
2786	so on.	0	[]	0.0	none
2787	There are a lot of car company and every year they made at least a 6 or 7 or 8 or more new car .	3	[3, 3, 2, 3, 3]	2.8333333333333335	dev
2788	It has changed banking services and corporate also.	3	[3, 3, 4, 3, 3]	3.1666666666666665	train
2789	It will alsow bi unfair, because it would affect low-income Amricans much mor seriously than well-to-do Americanc In the listenig part the woman ecplani dhe nir reality the raising gasoline tax dose not reflest the real economic damage.	2	[2, 2, 2, 3, 1]	2.0	test
2790	For example, we can use airplanes to do these things.	4	[4, 3, 3, 4, 4]	3.6666666666666665	train
2791	The consumers are confused by noticing this bad thing of the advertisements.	3	[3, 4, 3, 4, 4]	3.5	train
2792	Why people are stimulated by many advertisements?	3	[3, 3, 3, 2, 4]	3.0	train
2793	Also, public transportations like subways and trains that run by fuel other than fossil fuel are being constructed rapidly everywhere.	3	[3, 3, 3, 3, 3]	3.0	train
2794	If any problem occurs in older age it is very difficult one to them.	3	[3, 2, 3, 3, 2]	2.6666666666666665	dev
2795	But this is not the situation for the old people.	4	[4, 4, 3, 3, 4]	3.6666666666666665	test
2796	I think that talking with a person who has different mother toungh compare to me is the best way to learn a new culture and language however there are any chane to meet them.	2	[3, 3, 2, 3, 2]	2.5	dev
2797	This fast pace economic growth, which can also be observed in a large number of developing nations, has brought about an increase in per capita income and imroved lifestyles for individuals.	4	[3, 4, 3, 4, 4]	3.6666666666666665	dev
2798	This might contribute to a decreasing number of cars especially in developed countries like we found them in Europe for example.	3	[3, 4, 2, 3, 4]	3.1666666666666665	test
2799	In modern life it is all about the money and what you earn but that is not only a success.	3	[4, 4, 3, 3, 3]	3.3333333333333335	dev
2800	"However, you think, ""I will do my best about one subject."""	3	[3, 3, 3, 2, 3]	2.8333333333333335	train
2801	In this democratic country those ODERS are not so democratic.	3	[3, 2, 3, 4, 3]	3.0	train
2802	For example I remember the time that I have to search a simply picture of a cut to put on a web site, I need one day for dicede the best one.	1	[2, 3, 3, 2, 2]	2.1666666666666665	train
2803	However, I am of the opinion that serious movies are more benificial to me because they make teach me ways of living and give me roughing	0	[]	0.0	none
2804	However, in the same time, more and more cars firms make research in developing new kinds of cars which could work with new ecological energies such as colza oil, electricity or else water.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
2805	People usually can remember something longer when they understand and know the reason why it happens before just memorize.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
2806	People who are trying to get into good university study by themselves everyday while I play around without reviewing and studying.	4	[3, 3, 3, 4, 3]	3.3333333333333335	test
2807	If they understand ideas and conceps, they can remember for a long time, they can develop their knowlege and they can see the consequences bettwen things.	3	[3, 2, 4, 4, 3]	3.1666666666666665	train
2808	IN CASES LIKE THAT BMW ARE USING ADVERTISEMENTS WAY TO SHOW HOW REALLY IS THE PRODUCT TO THE PEOPLE.	3	[2, 3, 2, 3, 2]	2.5	dev
2809	For the safe reason, the burning should be controled in a particular zone.	3	[3, 2, 3, 3, 3]	2.8333333333333335	train
2810	But that is a different situation, because at this stage, the graduate will have already guaranteed his/her bachelors' degree.	4	[3, 4, 3, 4, 3]	3.5	test
2811	But, in fact, those new technology machines could not be used because large.	2	[3, 3, 3, 2, 3]	2.6666666666666665	train
2812	When Google was founded other Internet search machines already existed.	4	[4, 3, 3, 3, 3]	3.3333333333333335	dev
2813	But we need to segment many academic subjects for specilizing one subject.	3	[2, 3, 3, 3, 3]	2.8333333333333335	train
2814	People are travelling often to farther places at their leisure without having to depend on public transport.	4	[4, 4, 3, 4, 4]	3.8333333333333335	train
2815	This is a crucial point for the continuation and survival of the human race.	4	[4, 3, 4, 4, 4]	3.8333333333333335	train
2816	It is obvious that it may seriously damage our health.	4	[3, 4, 4, 4, 3]	3.6666666666666665	train
2817	Once, he lead me practice in the Colombian Criminal Center and trhought the practice i learn this facts that one day he explain me in class and with the concepts that i have to memorize one day	2	[3, 3, 3, 2, 4]	2.8333333333333335	train
2818	I want broad knowedge of many academic.	3	[3, 4, 3, 3, 3]	3.1666666666666665	dev
2819	When facing such challenges, only those who are perserverant, determined and always strive until the last minute despite of the risks can finally be successful.	4	[3, 3, 3, 3, 4]	3.3333333333333335	test
2820	Also the crater couldn't be caused on the surace of the Earth anyhow.	4	[3, 3, 3, 3, 4]	3.3333333333333335	train
2821	the second solution is people can breed a kind of birds who eat the mussels.	3	[3, 3, 3, 3, 3]	3.0	train
2822	If we not cooperate with the others in today's world, they may not concern us as people.	3	[3, 3, 3, 3, 3]	3.0	train
2823	They shown to fellow a person.	2	[3, 3, 2, 3, 2]	2.5	train
2824	With a tour guide resturant and activity is chosen for you, so you don't have to do some research on the place that you are going to.	3	[3, 3, 3, 3, 3]	3.0	train
2825	I was so mad at the tour so since then I like to travel by myself or without tour.	4	[3, 2, 3, 2, 2]	2.6666666666666665	test
2826	In condion of a growing bacteria, we knew that it takes thousand years for bacteria to grow on earth, and to forming into the crystal.	3	[3, 2, 4, 3, 2]	2.8333333333333335	train
2827	You can benefit from this knowledge in many situations.	4	[4, 4, 4, 4, 4]	4.0	test
2828	And wisdom brings happiness.	4	[2, 3, 4, 4, 4]	3.5	train
2829	But, in the other hand, these drinks have several health conserning issues about their aiding of malnutrition.	3	[3, 3, 3, 2, 3]	2.8333333333333335	train
2830	But they are not examples for the whole ''young people community''...	3	[4, 3, 3, 3, 3]	3.1666666666666665	test
2831	try new thing is creative.	3	[3, 3, 2, 3, 3]	2.8333333333333335	train
2832	We had a lot of conversations concerning the future of this sector, but never detected signs or future plans for the sector which would implicit a declination of the amount of cars.	3	[2, 2, 4, 3, 3]	2.8333333333333335	dev
2833	For instance, if a student just know the definition of something, he would think it is unchangable.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
2834	He knows many countries around the world.	4	[4, 4, 4, 4, 4]	4.0	dev
2835	"And also no one have a special knowledge without the broad knoeledge, in the other words : "" Person who have a special knowlege also have a broad knowlege related to his specialist, but another one with general information will stay with his general knowledge ""."	2	[3, 3, 2, 3, 3]	2.6666666666666665	train
2836	and Goverments will not provide a good public transportation system for a many years later.	3	[3, 2, 3, 4, 3]	3.0	test
2837	People are not dependent of other people or timescedules of for example trains, trams and buses.	2	[3, 1, 2, 3, 3]	2.3333333333333335	test
2838	Because getting old is not just age.	3	[3, 4, 3, 3, 3]	3.1666666666666665	dev
2839	However, for example, oil cpmpanies get much money because they do different kind of jobs from others.	3	[3, 3, 3, 3, 4]	3.1666666666666665	train
2840	It's not really good.	4	[4, 3, 3, 4, 4]	3.6666666666666665	dev
2841	at present he is working as a president position of U.N.O.even he is also a great succeessful person .	0	[]	0.0	none
2842	Maybe when the economy is bad, such people can find new jobs quickly, but it may not be the best job they can do.	4	[4, 4, 3, 4, 4]	3.8333333333333335	dev
2843	Probably you will possess your own car?	3	[2, 3, 2, 3, 4]	2.8333333333333335	train
2844	The important thing about this case is , each countrey hase to use official solution for their learning problems .	3	[3, 3, 3, 3, 3]	3.0	dev
2845	for example a reasercher that wants to be successfull must take risk .	3	[3, 3, 3, 3, 2]	2.8333333333333335	dev
2846	As for example when we have to take a sick or seriously ill person to the hospital we have to use an Ambulence.	3	[3, 4, 2, 3, 4]	3.1666666666666665	train
2847	17-50 people survey to requre all class and selective class.	2	[3, 3, 3, 3, 2]	2.6666666666666665	test
2848	This deed however enhances the wealth of the family which indirectly increases the wealth of the nation but the drawback this backfires is because of which India is as poor a nation as it is today.	2	[3, 3, 3, 4, 2]	2.8333333333333335	train
2849	The leg of all modern endotherms are undernearth it's body.	3	[3, 3, 3, 3, 4]	3.1666666666666665	dev
2850	For example, nobody is going to ask his personal doctor which he sees when he has a flue if he can also do a heart surgery or transplant organs.	3	[3, 3, 4, 3, 3]	3.1666666666666665	test
2851	so she or he doesn't just like and get enough what he have right now, instate he just looking something new all the way.	2	[3, 3, 3, 3, 1]	2.5	train
2852	But If it is written by only words, we can't see the conzert atmosphere.	3	[4, 4, 1, 3, 1]	2.6666666666666665	train
2853	Such dialogues between the chimp and the researcher can continue for an extended period of time--as in a simple but genuine conversation.	4	[4, 3, 4, 3, 3]	3.5	train
2854	So if they don't update themselves with the recent study what they will gona tecah to their student.	2	[2, 2, 2, 2, 3]	2.1666666666666665	dev
2855	This way, the pollution caused by cars is almost taken care of to the fullest extent possible.	4	[4, 4, 4, 3, 3]	3.6666666666666665	train
2856	The patients believe that the durg helps them but they ignor that imporving their behaviors also cure their diseases.	3	[3, 3, 3, 4, 3]	3.1666666666666665	train
2857	The apartment have many contries citisens.	3	[3, 3, 3, 3, 2]	2.8333333333333335	train
2858	When a students learn a vocabulary, A which way is more easy to use and memorize?	3	[3, 3, 3, 1, 2]	2.5	train
2859	As a young person you can do some high risk sports like climbing a mountain, for example, that would be too hard to an old person do.	3	[3, 3, 4, 3, 3]	3.1666666666666665	test
2860	without giving the understanding of the concept one can never expect the students to the reasons behind the facts!	2	[3, 2, 3, 3, 2]	2.5	train
2861	So I went there to see it .	4	[3, 4, 4, 4, 4]	3.8333333333333335	train
2862	we cant stay on the internet for long time .	3	[3, 3, 3, 3, 4]	3.1666666666666665	test
2863	because, for example, American macine always has broken very soon.	2	[2, 3, 3, 2, 1]	2.1666666666666665	train
2864	Only after they arrive at a conclusion about the study upon which they are working , then they co-relate this result with the facts.	3	[3, 4, 4, 2, 4]	3.3333333333333335	train
2865	Second, the high cost of drug testing finally lead the cost of the unit drug cost being higher than produing it.	2	[3, 2, 2, 3, 2]	2.3333333333333335	dev
2866	Sucessful people got a statement from challenge without risk.	2	[3, 3, 3, 3, 3]	2.8333333333333335	train
2867	They bring us to far places in quite a fast speed without much human physical exertion.	3	[3, 3, 4, 4, 3]	3.3333333333333335	test
2868	However, the lecturer says that the vague location was described because the antient people wanted to keep the location of the treasure secret.	4	[3, 4, 4, 4, 3]	3.6666666666666665	dev
2869	The bones of endothermy usually include structures called Haversian canals.	3	[3, 3, 4, 4, 4]	3.5	train
2870	If we do that we may be able to change the way the atvertisements make products seem much better than they really are!	4	[3, 3, 2, 4, 4]	3.3333333333333335	train
2871	However, the importance of the knowledge of facts cannot be underestimated.	4	[4, 4, 3, 3, 4]	3.6666666666666665	dev
2872	One reason is that there will be a lot of people in here Japan in twenty years.	3	[3, 2, 4, 3, 3]	3.0	train
2873	And people can not ready to pay the taxes.	3	[3, 2, 2, 4, 3]	2.8333333333333335	test
2874	Further more by these evidence u will agree	3	[3, 3, 2, 2, 3]	2.6666666666666665	test
2875	It opposes the reading passages' assertion that it can help people cheat on tests.	4	[3, 2, 4, 3, 3]	3.1666666666666665	train
2876	we gone to the Pink's hot dog .	3	[3, 3, 2, 4, 3]	3.0	test
2877	In old times, the familes tend to live in the same place for ages.	3	[3, 4, 4, 4, 4]	3.6666666666666665	test
2878	"It is true that the worldwide transport communications have improved in the last years, a huge ""air traffic"" has taken place especially from the 'nineties, furthermore high speed trains have been created, even here in italy the government is about to creat a high speed line."	3	[3, 3, 2, 3, 3]	2.8333333333333335	train
2879	however, many companies joined them and also sell textiles.	4	[3, 3, 4, 3, 3]	3.3333333333333335	test
2880	But, on the contrary, he argues thlat fluoride also some disadvantage.	2	[2, 3, 2, 2, 3]	2.3333333333333335	dev
2881	As an example, if I am doing a design work, let say, a shopping center, I will firstly use the method I have got from the economic class.	3	[3, 3, 3, 3, 3]	3.0	train
2882	For these reasons, I disagree that young people have more fun than old people.	4	[4, 4, 4, 3, 4]	3.8333333333333335	dev
2883	So that might be the result for why he haven't got any registration for that.	3	[3, 2, 3, 3, 3]	2.8333333333333335	train
2884	In a word, the young who grow up in this kind of society are less likely to consider helping other people a great thing to do.	4	[4, 4, 3, 3, 1]	3.1666666666666665	train
2885	Solutions have been found to overcome this problem.	4	[2, 4, 4, 4, 4]	3.6666666666666665	train
2886	It caused tremendous damage to the park's trees and other vegetation.	4	[4, 3, 2, 4, 3]	3.3333333333333335	train
2887	He mentions that chemicals used for curing illed fish harvested in farms could danger wild species.	3	[3, 3, 3, 4, 3]	3.1666666666666665	dev
2888	And think about it.	4	[3, 4, 4, 4, 4]	3.8333333333333335	train
2889	But as he said, he was able to see all places of interest within this short time.	4	[3, 3, 3, 3, 4]	3.3333333333333335	train
2890	bue othere to specialize in one specific subject.	2	[2, 1, 2, 3, 3]	2.1666666666666665	train
2891	We should not de confused we should move to the future.	2	[3, 3, 3, 3, 3]	2.8333333333333335	train
2892	For exsample I like to go to a big city like New York.	4	[3, 3, 3, 4, 3]	3.3333333333333335	dev
2893	And details is the key element here esp in the academic domain.	3	[3, 2, 3, 3, 3]	2.8333333333333335	test
2894	For example, my parents went to a group tour to my country in Korea last summer.	3	[3, 3, 3, 3, 4]	3.1666666666666665	test
2895	When we were born, our parents tough us how to speak, after we grow up, they send us to the school to learn how to write, sometime you have to learn the vocabulary from the write, then you can use more words in your speak.	3	[2, 2, 2, 4, 3]	2.6666666666666665	dev
2896	Though it is difficult to predict the future, i surely feel that the number of cars cannot be lesser than what it is today.	3	[2, 4, 3, 3, 4]	3.1666666666666665	train
2897	by this you can learn gain the knowlegde.	3	[3, 3, 3, 3, 3]	3.0	test
2898	So like that kind of are rarelly running in our country so our youth are perfering the new cars only .	3	[2, 1, 3, 2, 2]	2.1666666666666665	train
2899	People are not and shouldnt be robots.	4	[4, 3, 3, 3, 4]	3.5	test
2900	I think that young peopie is not able to think deeply for the things than older people.	2	[2, 3, 3, 3, 3]	2.6666666666666665	test
2901	Cars became an important thing in our life.	4	[3, 3, 3, 3, 4]	3.3333333333333335	test
2902	My friends is the celebrate the pary .	2	[3, 2, 3, 1, 2]	2.1666666666666665	test
2903	I was upset and depressed.	4	[4, 4, 4, 4, 4]	4.0	test
2904	Putting it in toothpaste is okay because it's the way to use it.	3	[3, 4, 3, 3, 3]	3.1666666666666665	train
2905	For instance, when I was a university student, I reserched and reported about a community history in groups.	3	[3, 3, 3, 3, 4]	3.1666666666666665	test
2906	Thus, most of the habitant in the rural ereas are the old ones.	3	[3, 3, 3, 3, 3]	3.0	test
2907	And then we can go to the jewlery department were my wife has my credit card at the top, she saw an engagemente ring worth 2,000 dlls., thats a lot of money for a ring I told her, but she got away with it because evertime she saw thier ads, she would brag on me, if she was worth it, hand that she was only getting married once.	0	[]	0.0	none
2908	This is very possitive for the company and probably he will get a better postion.	4	[4, 3, 3, 3, 3]	3.3333333333333335	test
2909	"Young people want to enter the prestige schools and to achieve their parants' expection "" entering the famous school and have a good job."""	3	[3, 3, 3, 3, 3]	3.0	train
2910	When I visited to America first time, I reserved hotel and contact with my friends, everything myself.	3	[3, 3, 3, 2, 2]	2.6666666666666665	train
2911	While air travel has increased in recent years, there has been no decrease in car travel or car sales.	4	[4, 4, 4, 4, 4]	4.0	test
2912	The physiology of that is that it allows the sustained physical activity.	3	[3, 3, 3, 3, 3]	3.0	train
2913	The product is always presented in a perfect way.	4	[4, 3, 4, 4, 4]	3.8333333333333335	test
